Kilometrage_parcourus,Sexe,Carburant,Zone,Exposition,age_du_conducteur,age_du_vehicule,ancienpermis,nbre_sinistre,charge_totale
9668,Women,essence,Casablanca-Settat,0.6635,66.51,4.63,18.58,0,0
150,Women,diesel,Dakhla-OuedEddahab,0.4223,26.52,21.14,3.26,0,0
3263,Women,essence,Tanger-Tetouan-AlHoceima,0.2338,43.25,15.05,6.71,1,2266.88
3143,Women,diesel,Casablanca-Settat,0.9762,22.94,12.39,1.99,0,0
90,Man,essence,Tanger-Tetouan-AlHoceima,0.8537,61.41,12.01,15.13,2,8511.97
4364,Women,diesel,Marrakech-Safi,0.0355,37.59,5.82,10.68,0,0
4109,Man,diesel,Guelmim,0.9892,28.96,15.33,1.39,1,1716.52
2206,Women,essence,Casablanca-Settat,0.4067,29.58,6.14,0.14,0,0
7602,Man,diesel,Casablanca-Settat,0.108,39.97,8.25,1.3,0,0
6718,Man,diesel,Casablanca-Settat,0.8697,68.51,10.54,47.74,1,1854.8
9089,Man,essence,Casablanca-Settat,0.8795,42.74,1.44,13.92,0,0
2342,Man,diesel,Marrakech-Safi,0.274,27.04,12.45,0.78,1,4992.76
8482,Man,essence,Casablanca-Settat,0.1075,63.5,7.56,26,0,0
7791,Women,diesel,Rabat-Sale-Kenitra,0.1503,68.27,10.15,14.54,0,0
3529,Women,essence,Marrakech-Safi,0.5262,69.91,17.98,36.01,1,833.43
6945,Women,diesel,Guelmim,0.3232,50.74,16.05,4.18,1,3290.88
7291,Women,essence,Laayoune-SakiaElHamra,0.8967,41.14,11.41,17.99,1,1933.53
7339,Man,diesel,Tanger-Tetouan-AlHoceima,0.1128,49.26,8.32,16.74,0,0
3753,Women,diesel,Marrakech-Safi,0.6615,69.07,17.31,12.47,1,4485.82
1532,Women,essence,Casablanca-Settat,0.1472,22.84,17.29,0.59,1,726.2
4984,Women,diesel,Tanger-Tetouan-AlHoceima,0.5079,40.04,6.95,6.74,1,660.86
2093,Man,essence,Tanger-Tetouan-AlHoceima,0.2882,37.23,16.16,12.77,0,0
160,Women,essence,Guelmim,0.3519,24.69,17.44,3.01,0,0
6333,Man,diesel,Dakhla-OuedEddahab,0.8796,32.3,10.7,5.13,0,0
3602,Man,diesel,Casablanca-Settat,0.905,27.58,16.63,8.64,2,6901.81
8231,Women,essence,Casablanca-Settat,0.6581,63.34,17.27,40.86,0,0
7778,Women,diesel,Souss-Massa,0.692,51.86,15.8,10.93,0,0
1062,Women,diesel,Tanger-Tetouan-AlHoceima,0.2631,64.44,14.12,22.44,0,0
5015,Man,diesel,Casablanca-Settat,0.2011,54.84,17.3,18.39,0,0
9630,Women,essence,Casablanca-Settat,0.9442,63.08,19.9,12.65,0,0
4247,Women,essence,BeniMellal-Khenifra,0.9322,48.44,11.76,12.13,2,3250.96
9120,Women,essence,Tanger-Tetouan-AlHoceima,0.108,29.67,13.06,5.99,0,0
5764,Man,diesel,Marrakech-Safi,0.4105,54.58,14.38,2.39,0,0
1873,Women,diesel,Casablanca-Settat,0.7608,33.98,16.36,12.31,1,1424.17
9099,Man,diesel,Marrakech-Safi,0.3715,58.99,13.71,23.38,0,0
2442,Women,diesel,Casablanca-Settat,0.9091,58.25,10.93,13.07,0,0
1299,Women,diesel,Souss-Massa,0.2657,41.98,10.73,14.74,1,964.44
6982,Women,diesel,Tanger-Tetouan-AlHoceima,0.0969,50.83,13.28,29.65,0,0
1875,Women,diesel,Guelmim,0.806,57.09,9.2,25.61,0,0
3134,Man,diesel,Marrakech-Safi,0.1118,66.28,8.91,23.34,0,0
2454,Man,essence,Laayoune-SakiaElHamra,0.8485,21.98,12.32,1.65,0,0
7067,Women,diesel,Casablanca-Settat,0.8818,58.69,21.05,35.36,1,1303.68
9386,Women,diesel,Marrakech-Safi,0.5791,54.5,9.98,9.57,1,2070.74
5662,Women,essence,Casablanca-Settat,0.3843,26.6,2.14,1.8,0,0
391,Man,diesel,Tanger-Tetouan-AlHoceima,0.8544,31.43,10.37,5.51,0,0
7126,Women,diesel,Casablanca-Settat,0.4344,44.64,17.77,20.97,0,0
2531,Man,diesel,Marrakech-Safi,0.8763,65.09,15.14,25.19,2,4867.02
1652,Women,essence,Guelmim,0.6967,30.12,18.09,6.44,3,4362.68
3868,Man,diesel,Casablanca-Settat,0.1953,49.45,19.67,17,1,2379.83
1860,Women,essence,Marrakech-Safi,0.7931,58.67,14.35,34.7,0,0
914,Women,diesel,Casablanca-Settat,0.051,34.89,11.19,3.24,0,0
5998,Women,essence,Casablanca-Settat,0.6698,51.22,9.79,22.51,2,6374.77
1899,Man,diesel,Marrakech-Safi,0.8841,66.21,5.34,9.92,2,9566.2
5539,Women,diesel,Marrakech-Safi,0.6421,25.54,6.81,3.1,0,0
7580,Women,diesel,Souss-Massa,0.5834,39.74,11.64,1.85,0,0
2058,Women,essence,Tanger-Tetouan-AlHoceima,0.4165,26.95,14.77,0.71,1,1378.83
4927,Women,diesel,Marrakech-Safi,0.2961,54.69,16.88,4.25,2,6123.09
8472,Man,essence,Souss-Massa,0.8329,44.81,10.23,2.28,0,0
6208,Women,diesel,Draa-Tafilalet,0.8317,69.23,10.92,27.15,2,3147.17
4427,Man,diesel,Casablanca-Settat,0.8664,62.05,6.7,37.03,1,2295.49
7649,Women,essence,Tanger-Tetouan-AlHoceima,0.9063,58.54,14.19,6.27,0,0
458,Women,diesel,Marrakech-Safi,0.8202,38.45,20.17,8.13,0,0
8610,Man,essence,Oriental,0.9991,63,13.38,22.01,1,506.53
4635,Women,diesel,Marrakech-Safi,0.5069,39.85,9.17,2.91,1,1977.12
113,Women,essence,Tanger-Tetouan-AlHoceima,0.2302,35.06,16.55,5.55,0,0
1278,Women,essence,Souss-Massa,0.3421,46.19,13.65,0.1,1,1357.34
514,Man,diesel,Tanger-Tetouan-AlHoceima,0.8438,43.87,12.47,3.36,3,14446.2
8369,Man,essence,Casablanca-Settat,0.0662,44.08,7.72,18.99,0,0
1409,Man,essence,Marrakech-Safi,0.6536,69.37,3.79,27.37,1,3314.72
9511,Man,diesel,Guelmim,0.3004,49.66,14.81,6.97,1,4565.45
6828,Women,diesel,Marrakech-Safi,0.7899,21.62,9.43,1.64,4,8540.72
3026,Man,diesel,Tanger-Tetouan-AlHoceima,0.5009,43.21,13.78,19.06,0,0
8471,Women,essence,Casablanca-Settat,0.6189,41.46,5.51,15.33,0,0
1781,Women,diesel,Tanger-Tetouan-AlHoceima,0.2134,37.86,10.97,6.19,1,3821.49
3996,Women,diesel,Marrakech-Safi,0.2951,22.25,18.38,3.87,0,0
6844,Man,diesel,Casablanca-Settat,0.2531,68.51,10.79,36.68,0,0
6702,Women,diesel,Marrakech-Safi,0.7732,33.75,1.45,2.78,2,4528.61
8918,Women,diesel,Casablanca-Settat,0.4298,66.68,10.7,40.82,1,836.25
2074,Women,diesel,Casablanca-Settat,0.1458,62.89,15.6,31.2,1,1351.2
1804,Man,essence,Tanger-Tetouan-AlHoceima,0.358,57.82,19.54,11.06,0,0
9730,Man,diesel,Tanger-Tetouan-AlHoceima,0.1535,57.8,15.1,7.73,0,0
8970,Man,essence,Tanger-Tetouan-AlHoceima,0.6798,26.41,11.49,4.87,0,0
1710,Women,diesel,Casablanca-Settat,0.9187,60.04,2.71,6.36,1,2430.92
3764,Women,essence,Casablanca-Settat,0.652,34.05,13.72,0.27,0,0
7102,Man,diesel,Casablanca-Settat,0.8854,53.29,11.47,30.69,0,0
481,Women,diesel,Marrakech-Safi,0.5889,42.65,11.45,20.42,0,0
7034,Man,diesel,Marrakech-Safi,0.4903,67.58,16.34,29.56,1,2287.48
6871,Women,diesel,Draa-Tafilalet,0.839,71.31,22.72,0.79,1,871.7
5757,Women,essence,Casablanca-Settat,0.7271,33.85,12.74,15.04,1,1418.37
42,Women,diesel,Marrakech-Safi,0.9792,49.44,11.63,12.98,1,620.64
9389,Women,essence,Casablanca-Settat,0.0361,39.44,6.63,5.78,0,0
8012,Women,essence,Marrakech-Safi,0.903,53.42,19.77,12.95,1,1580.63
7053,Women,essence,Rabat-Sale-Kenitra,0.2401,38.64,18.14,9.48,1,1221.17
3801,Man,essence,Tanger-Tetouan-AlHoceima,0.1663,25.42,10.36,2.64,0,0
1049,Man,essence,Casablanca-Settat,0.6488,57.98,17.79,16.13,3,7312.34
9008,Women,diesel,Casablanca-Settat,0.2862,59.55,6.82,10.73,1,933.04
481,Women,diesel,Casablanca-Settat,0.9718,50.38,8.64,2.69,3,4547.47
7805,Women,diesel,Marrakech-Safi,0.6465,31.03,11.3,12.45,0,0
7917,Women,diesel,Tanger-Tetouan-AlHoceima,0.3624,45.83,16.98,27.12,0,0
2730,Man,essence,Casablanca-Settat,0.4998,45.37,11.49,21.02,0,0
8250,Women,essence,Tanger-Tetouan-AlHoceima,0.4789,40.61,15.86,7.36,0,0
2042,Women,essence,Casablanca-Settat,0.3632,59,19.06,38.23,0,0
664,Man,diesel,Marrakech-Safi,0.7051,32.47,13.39,14.35,1,4609.35
1254,Women,essence,Casablanca-Settat,0.8971,59.72,11.93,12.38,0,0
6079,Man,diesel,Tanger-Tetouan-AlHoceima,0.7525,33.51,22.69,1.29,3,6463.63
5256,Women,essence,Marrakech-Safi,0.6626,52.77,2.89,9.61,2,3819.46
9553,Women,essence,Marrakech-Safi,0.2374,33.48,4.44,3.76,0,0
6645,Women,essence,Casablanca-Settat,0.2599,61.13,13.71,20.31,0,0
6549,Man,diesel,Casablanca-Settat,0.4184,65.67,19.64,45.88,2,6603.77
2756,Women,essence,Marrakech-Safi,0.5201,44.34,5.54,10.56,3,5133.7
9581,Man,essence,Tanger-Tetouan-AlHoceima,0.4514,30.46,15.12,1.69,1,3455.01
1074,Women,diesel,Casablanca-Settat,0.9271,35.68,17.64,5.02,0,0
7509,Women,diesel,Casablanca-Settat,0.5178,21.11,5.19,0.25,0,0
837,Women,diesel,Marrakech-Safi,0.2977,68.63,17.85,3.82,0,0
6354,Women,diesel,Casablanca-Settat,0.2495,39.08,15.97,19.02,0,0
2630,Man,diesel,Marrakech-Safi,0.6389,41.39,18.09,20.78,1,2312.09
4205,Women,essence,Tanger-Tetouan-AlHoceima,0.8501,37.27,9.43,16.17,3,8011.42
2208,Man,diesel,Dakhla-OuedEddahab,0.84,32.7,7.33,7.07,2,5634.65
7124,Man,diesel,Casablanca-Settat,0.0899,49.76,6.76,23.85,0,0
7111,Man,diesel,Casablanca-Settat,0.8038,22.41,12.25,3.49,0,0
1030,Women,essence,Casablanca-Settat,0.6324,34.52,13.61,9.29,0,0
8497,Women,diesel,Casablanca-Settat,0.439,23.9,14.49,0.78,0,0
1987,Man,diesel,Souss-Massa,0.582,47.47,13.69,2.34,0,0
6618,Women,essence,Tanger-Tetouan-AlHoceima,0.4858,50.86,18.51,3.24,0,0
5512,Women,diesel,Rabat-Sale-Kenitra,0.0325,65.14,16.98,20.24,0,0
2186,Women,diesel,Souss-Massa,0.5843,45.16,15.22,21.2,2,4473.01
6205,Women,essence,Casablanca-Settat,0.137,49.55,16.55,10.43,0,0
211,Man,essence,Tanger-Tetouan-AlHoceima,0.3622,44.92,12.3,18.9,2,4047.42
907,Women,essence,Tanger-Tetouan-AlHoceima,0.1721,22.1,4.89,1.62,0,0
3188,Women,diesel,Marrakech-Safi,0.2038,58.56,2.04,16.1,0,0
1945,Women,essence,Casablanca-Settat,0.716,47.18,3.05,20.78,1,2036.01
4976,Man,essence,Tanger-Tetouan-AlHoceima,0.6943,28.57,9.88,4.73,1,4014.28
6621,Women,diesel,Marrakech-Safi,0.79,22.41,16.43,2.75,4,8259.91
732,Women,essence,Marrakech-Safi,0.0227,51.49,21.42,15.08,0,0
6458,Man,diesel,Oriental,0.0825,35.09,11.05,5.57,0,0
740,Man,essence,Casablanca-Settat,0.1338,68.56,4.15,43,0,0
7775,Man,diesel,BeniMellal-Khenifra,0.3235,39.3,12.05,5.85,0,0
7310,Women,diesel,Tanger-Tetouan-AlHoceima,0.6401,59.85,12.1,34.74,2,3607.44
6036,Women,diesel,Marrakech-Safi,0.8774,27.17,11.19,1.97,0,0
9224,Women,diesel,Tanger-Tetouan-AlHoceima,0.0409,55.21,18.34,24.76,0,0
6397,Man,essence,Casablanca-Settat,0.8253,61.69,21.17,20.23,0,0
7423,Man,essence,Casablanca-Settat,0.9006,46.32,9.82,1.34,0,0
1948,Man,essence,Guelmim,0.2732,67.51,4.95,40.23,1,2591.35
785,Women,essence,Marrakech-Safi,0.2157,20.68,18.78,2.15,0,0
2985,Man,diesel,Dakhla-OuedEddahab,0.7986,69.82,14.6,35.55,1,1618.19
4063,Man,diesel,Fes-Meknes,0.0521,21,3.96,2.25,0,0
5173,Man,essence,Tanger-Tetouan-AlHoceima,0.4857,39.01,21.47,8.74,0,0
3908,Women,essence,Tanger-Tetouan-AlHoceima,0.7632,49.31,11.12,16.47,0,0
8192,Women,essence,Tanger-Tetouan-AlHoceima,0.7019,21.76,16.63,0.88,0,0
3725,Man,diesel,Marrakech-Safi,0.2341,61.56,20.34,35.66,0,0
6892,Man,diesel,Tanger-Tetouan-AlHoceima,0.2737,51.18,5.09,24.01,0,0
7102,Women,essence,BeniMellal-Khenifra,0.7237,38.53,14.17,17.65,2,4773.83
1231,Man,essence,Tanger-Tetouan-AlHoceima,0.0265,70.08,22.66,48.82,0,0
912,Man,diesel,Tanger-Tetouan-AlHoceima,0.2638,22.83,14.88,4.59,1,2736.04
1041,Man,diesel,Casablanca-Settat,0.1712,51.48,10.93,15.18,0,0
4773,Man,essence,Tanger-Tetouan-AlHoceima,0.3813,60.59,15.84,39.74,0,0
5176,Women,diesel,Marrakech-Safi,0.2546,53.97,8.37,33.8,1,2032.08
1319,Man,diesel,Casablanca-Settat,0.3313,60.13,13.11,15.25,1,3130.69
7264,Man,diesel,Tanger-Tetouan-AlHoceima,0.8638,26.03,11.58,1.54,1,3030.22
2739,Women,essence,Casablanca-Settat,0.7005,23.75,8.13,0.73,1,1397.92
8860,Man,essence,Marrakech-Safi,0.5997,37.7,11.15,17.01,1,2896.05
9659,Women,diesel,Tanger-Tetouan-AlHoceima,0.6565,22.03,9.3,1.68,2,2720.32
637,Man,essence,Marrakech-Safi,0.7891,32.13,12.29,7.92,1,1119.33
5723,Women,diesel,Dakhla-OuedEddahab,0.1952,54.91,7.28,10.97,0,0
2642,Man,essence,Casablanca-Settat,0.6356,55.87,10.9,13.91,0,0
3764,Women,essence,Marrakech-Safi,0.1964,48.74,19.63,29.12,1,2555.66
1781,Man,diesel,Marrakech-Safi,0.0335,39.94,7.38,18.25,0,0
901,Women,essence,Tanger-Tetouan-AlHoceima,0.266,53.2,5.79,3.55,0,0
215,Man,diesel,Souss-Massa,0.812,25.19,10.71,0.41,2,5805.18
9709,Man,essence,Casablanca-Settat,0.3658,36.22,6.95,6.5,1,2318.05
2370,Women,diesel,Casablanca-Settat,0.2956,26.92,12.19,0.92,1,765.06
8468,Women,essence,Tanger-Tetouan-AlHoceima,0.0935,30.88,8.21,11.42,1,908.75
5695,Man,essence,Tanger-Tetouan-AlHoceima,0.8667,65.76,19.86,30.04,0,0
4999,Man,essence,Casablanca-Settat,0.0921,42.16,17.23,21.81,0,0
2022,Man,essence,Marrakech-Safi,0.8055,32.4,16.37,10.82,1,7087.77
8844,Man,diesel,Marrakech-Safi,0.3734,35.99,5,17.74,0,0
3812,Women,essence,Casablanca-Settat,0.9097,50.92,3.9,24.4,2,2615.42
7878,Women,diesel,Marrakech-Safi,0.4446,61.04,5.45,13.67,1,3284.16
9089,Man,diesel,Marrakech-Safi,0.4944,29.52,12.53,2.83,0,0
9627,Man,diesel,Tanger-Tetouan-AlHoceima,0.1251,43.61,13.97,1.36,0,0
3055,Man,essence,Tanger-Tetouan-AlHoceima,0.2958,70.96,14.4,48.28,0,0
8918,Women,essence,Marrakech-Safi,0.0725,23.33,6.87,3.4,0,0
6278,Women,essence,Oriental,0.4107,57.72,19.15,2.74,0,0
5125,Women,diesel,Casablanca-Settat,0.9036,39.26,8.73,0.94,1,1586.01
8511,Man,diesel,Marrakech-Safi,0.3876,47.02,3.21,25.03,1,4065.97
3483,Women,diesel,Marrakech-Safi,0.7865,35.24,19.78,9.68,1,1406.75
2698,Man,essence,Tanger-Tetouan-AlHoceima,0.5469,65.28,7.63,46.9,0,0
28,Man,essence,Tanger-Tetouan-AlHoceima,0.8523,31.28,6.41,0.07,2,9548.17
4739,Women,diesel,Tanger-Tetouan-AlHoceima,0.2605,45.03,16.87,12.01,0,0
144,Women,essence,Tanger-Tetouan-AlHoceima,0.2225,52.04,7.29,18.41,0,0
5175,Women,essence,Tanger-Tetouan-AlHoceima,0.6751,28.78,15.14,8.41,1,976.38
1750,Women,diesel,Marrakech-Safi,0.591,26.23,10.56,3.17,2,4894.12
4885,Man,essence,Casablanca-Settat,0.0537,69.26,14.04,28.54,0,0
7616,Women,diesel,Dakhla-OuedEddahab,0.7946,54.08,13.24,33.62,1,1718.28
7984,Man,essence,Marrakech-Safi,0.6935,23.31,21.81,0.8,1,2398.73
5481,Man,essence,Tanger-Tetouan-AlHoceima,0.5849,45.57,15.48,5.05,1,2268.91
9028,Women,diesel,Marrakech-Safi,0.1758,21.86,7.52,2.05,0,0
3291,Women,diesel,Casablanca-Settat,0.3589,50.8,20.16,15.5,0,0
1914,Man,essence,Marrakech-Safi,0.1689,68.76,17.66,25.9,0,0
1737,Women,diesel,Marrakech-Safi,0.4536,59.47,9.17,8.81,2,2370.36
450,Man,essence,Casablanca-Settat,0.239,43.55,9.28,1.05,0,0
8538,Women,diesel,Casablanca-Settat,0.7699,27.84,13.39,8.88,0,0
2608,Man,essence,Casablanca-Settat,0.4443,27.76,14.77,0.84,1,4100.28
9422,Women,diesel,Guelmim,0.6662,27,15.82,7.55,1,1751.18
797,Women,diesel,Casablanca-Settat,0.5296,23.22,18.92,0.89,1,559.55
1121,Women,essence,Tanger-Tetouan-AlHoceima,0.953,53.37,7.71,32.94,0,0
6504,Women,essence,Casablanca-Settat,0.5511,36.44,18.18,15.04,0,0
1962,Man,essence,Marrakech-Safi,0.738,37.6,3.34,6.67,1,2092.46
4704,Man,essence,Tanger-Tetouan-AlHoceima,0.7704,63.35,15.68,38.04,1,3470.66
4950,Women,diesel,Casablanca-Settat,0.3295,28.42,10.6,5.6,1,1893.27
2773,Man,essence,Oriental,0.0666,64.25,3.74,6.89,0,0
4832,Women,essence,Casablanca-Settat,0.373,22.57,15.11,3.44,0,0
4627,Man,essence,Guelmim,0.6345,52.18,9.24,32.8,1,544.55
742,Women,diesel,Casablanca-Settat,0.1975,61.85,8.67,2.93,1,3500.57
8815,Women,essence,Tanger-Tetouan-AlHoceima,0.3356,56.3,17.98,20.45,0,0
6163,Women,diesel,Casablanca-Settat,0.2571,45.94,2.21,25.06,0,0
389,Women,essence,Marrakech-Safi,0.1561,32.73,16.09,7.69,0,0
8887,Women,essence,Oriental,0.602,29.28,18.44,9.67,0,0
2945,Man,essence,Tanger-Tetouan-AlHoceima,0.1765,40.63,10.35,7.92,0,0
2106,Women,diesel,Casablanca-Settat,0.7073,39.97,15.58,1.76,0,0
4909,Man,diesel,Casablanca-Settat,0.5039,67.99,20.24,21.17,0,0
4218,Women,diesel,Marrakech-Safi,0.6834,69.36,15.85,27,0,0
7717,Man,diesel,Tanger-Tetouan-AlHoceima,0.8085,52.97,18.1,16.77,0,0
6307,Women,diesel,Laayoune-SakiaElHamra,0.299,24.92,15.49,6.04,0,0
4083,Women,essence,Marrakech-Safi,0.2591,70.01,7.08,1.61,0,0
6271,Women,diesel,Laayoune-SakiaElHamra,0.5401,69.05,18.37,2.83,0,0
5141,Man,diesel,Casablanca-Settat,0.7832,45.5,9.05,5.3,1,807.81
7399,Women,essence,Laayoune-SakiaElHamra,0.4145,35.6,6.3,13.13,0,0
2016,Women,diesel,Marrakech-Safi,0.7858,26.34,15.07,4.39,2,2839
4777,Man,diesel,Marrakech-Safi,0.6142,36.63,16.85,7.77,1,2955.88
7432,Women,diesel,Casablanca-Settat,0.8695,26.41,9.02,1.98,0,0
3498,Man,essence,Casablanca-Settat,0.0972,67.63,17.33,11.73,0,0
7910,Women,diesel,Casablanca-Settat,0.2775,21.52,3.55,2.27,0,0
3423,Man,essence,Laayoune-SakiaElHamra,0.9973,67.8,15.51,40.12,1,4453.83
469,Man,essence,Casablanca-Settat,0.5714,42.77,14.66,23.68,1,2860.62
5168,Man,essence,Marrakech-Safi,0.431,30.75,9.93,10.66,0,0
1615,Women,essence,Tanger-Tetouan-AlHoceima,0.1405,54.38,6.35,31.22,0,0
9375,Women,diesel,BeniMellal-Khenifra,0.0691,29.63,4.82,3.15,0,0
198,Women,diesel,Casablanca-Settat,0.9284,53.8,5.1,29.45,2,4771.17
7656,Man,diesel,Casablanca-Settat,0.8392,58.09,13.25,21.19,1,2988.62
2276,Man,diesel,Oriental,0.4893,22.12,3.32,2.41,0,0
902,Women,diesel,Fes-Meknes,0.9493,35.27,2.58,10.37,2,3046.28
4872,Man,essence,Casablanca-Settat,0.6313,59.46,14.14,10.59,4,13285.37
1100,Man,essence,BeniMellal-Khenifra,0.2173,23.24,4.56,4.21,0,0
3643,Women,essence,Casablanca-Settat,0.1799,57.81,12.85,25.43,0,0
8926,Women,diesel,Tanger-Tetouan-AlHoceima,0.2204,32.91,5.87,1.65,0,0
2182,Man,essence,Marrakech-Safi,0.3456,34.74,14.81,8.29,0,0
5020,Women,diesel,Casablanca-Settat,0.5051,30.57,13.56,4.35,0,0
102,Women,diesel,Tanger-Tetouan-AlHoceima,0.9863,23.01,6.66,0.93,2,5712
4470,Man,diesel,Marrakech-Safi,0.6636,25.72,15.95,5.73,1,3111.2
2862,Man,diesel,Souss-Massa,0.673,33.33,7.76,8.09,0,0
9815,Man,essence,Casablanca-Settat,0.9924,47.63,14.23,0.93,1,2265.34
1608,Women,diesel,Draa-Tafilalet,0.2589,42.24,13.34,9.4,2,3860.34
5639,Women,essence,Souss-Massa,0.012,35.35,10.17,8.24,0,0
2333,Man,diesel,Tanger-Tetouan-AlHoceima,0.76,64.14,13.45,42.67,0,0
9094,Man,diesel,Marrakech-Safi,0.8358,53.74,9.72,15.13,0,0
4625,Women,essence,Marrakech-Safi,0.9732,59.65,8.39,25.93,3,2990.86
5208,Women,essence,Marrakech-Safi,0.8694,21.64,16.55,2.5,1,1350.76
9380,Women,diesel,Casablanca-Settat,0.4358,38.18,11.93,2.46,1,1485.17
7296,Man,diesel,Casablanca-Settat,0.0259,27.01,11.54,2.53,0,0
3551,Man,diesel,Marrakech-Safi,0.9432,37.13,13.18,13.26,2,6386.13
7538,Man,essence,Casablanca-Settat,0.0654,44.33,8.85,17.88,0,0
3754,Women,essence,Tanger-Tetouan-AlHoceima,0.6613,49.13,15.75,25.39,1,1447.31
3164,Women,diesel,Casablanca-Settat,0.1162,54.07,5.17,6.47,0,0
7558,Man,diesel,Tanger-Tetouan-AlHoceima,0.5898,28.7,13.69,7.8,0,0
9205,Women,diesel,Casablanca-Settat,0.6638,64.78,21.74,43.09,2,4130.93
9889,Women,diesel,Marrakech-Safi,0.0888,26.93,11.2,3.48,2,3161.33
7020,Women,essence,Casablanca-Settat,0.4906,57.58,5.6,16.77,1,1579.29
1264,Women,diesel,Marrakech-Safi,0.781,28.76,21.74,6.08,0,0
8310,Women,diesel,Oriental,0.7158,37.98,5.79,6.29,1,764.3
5640,Women,diesel,Marrakech-Safi,0.6225,69.07,6.63,18.89,1,1019.03
3113,Women,diesel,Tanger-Tetouan-AlHoceima,0.4106,64.13,18.5,29.75,0,0
2103,Man,essence,Tanger-Tetouan-AlHoceima,0.2796,33.87,8.5,15.54,0,0
1483,Women,diesel,Tanger-Tetouan-AlHoceima,0.3777,57.95,5.91,6.71,0,0
3515,Women,diesel,Marrakech-Safi,0.786,67.56,6.45,49.48,1,3620.42
3413,Women,essence,Tanger-Tetouan-AlHoceima,0.7408,51.27,13.4,26.02,0,0
9518,Man,essence,Marrakech-Safi,0.1822,34.82,15.97,12.5,0,0
2928,Man,diesel,Draa-Tafilalet,0.0957,32.48,16.44,9.75,0,0
5924,Women,diesel,Casablanca-Settat,0.6327,47.2,4.41,27.09,0,0
7390,Women,essence,Casablanca-Settat,0.9215,68.42,17.4,6.83,0,0
3438,Man,essence,Tanger-Tetouan-AlHoceima,0.9393,57.32,17.09,10.28,3,8841.08
6462,Man,diesel,Marrakech-Safi,0.1321,71.85,6.94,36.55,0,0
1819,Women,diesel,Casablanca-Settat,0.7061,38.64,11.64,18.42,1,1419.07
4912,Women,diesel,Casablanca-Settat,0.9682,50.12,3.37,29.55,2,5952.15
8343,Women,diesel,Marrakech-Safi,0.8626,31.33,7.71,11.33,1,1346.14
9624,Women,essence,Tanger-Tetouan-AlHoceima,0.654,69.98,22.93,22.39,0,0
7424,Man,diesel,Marrakech-Safi,0.2165,34.59,21.02,9.65,0,0
2770,Man,essence,Tanger-Tetouan-AlHoceima,0.4534,30.73,8.52,8.61,1,3598.22
6579,Women,diesel,Marrakech-Safi,0.3071,25.01,5.78,6.78,1,1956.39
5721,Man,diesel,Marrakech-Safi,0.2048,56.65,15.32,7.79,0,0
4996,Women,diesel,Dakhla-OuedEddahab,0.7092,35.87,5.48,10.67,1,1304.51
2398,Women,diesel,Tanger-Tetouan-AlHoceima,0.5206,33.04,6.15,9.08,0,0
8980,Man,essence,Casablanca-Settat,0.5044,58.97,9.77,22.87,1,2245.09
6559,Man,diesel,Tanger-Tetouan-AlHoceima,0.2267,49.5,8.3,15.57,1,1553.48
180,Man,essence,Marrakech-Safi,0.5902,23.82,17.79,1.97,1,6309.81
8934,Man,diesel,Casablanca-Settat,0.5238,23.84,19.2,4.3,0,0
9116,Man,essence,Casablanca-Settat,0.4693,33.07,3.63,7.41,1,6393.86
843,Women,diesel,Marrakech-Safi,0.0593,57.57,17.86,24.89,0,0
7351,Man,essence,Casablanca-Settat,0.4162,22.18,3.73,1.39,0,0
7326,Man,diesel,Casablanca-Settat,0.5599,41.16,14.69,2.31,1,2617.75
5556,Man,diesel,Marrakech-Safi,0.7368,60.37,19.52,6.65,1,4538.78
4717,Women,diesel,Marrakech-Safi,0.6542,50.51,10.93,13.67,1,2552.16
2401,Man,diesel,Marrakech-Safi,0.5574,43.26,22.99,14.38,2,4524.88
6559,Man,essence,Casablanca-Settat,0.6136,44.79,19,25.44,0,0
7725,Man,essence,Marrakech-Safi,0.591,55.45,5.71,13.21,1,6191.68
2607,Man,essence,Souss-Massa,0.8939,56.67,11.53,31.08,1,3849.09
8544,Man,essence,Tanger-Tetouan-AlHoceima,0.1099,49.65,17.75,5.87,1,3876.09
2604,Women,diesel,Guelmim,0.3782,59.77,13.68,10.01,0,0
4502,Women,diesel,Casablanca-Settat,0.2085,22.16,5.69,3.01,0,0
9288,Man,diesel,Draa-Tafilalet,0.8204,60.44,20.08,35.64,2,8587.9
6203,Women,diesel,Draa-Tafilalet,0.656,49.63,16.12,11.31,1,2570.58
9228,Women,essence,Souss-Massa,0.8213,69.68,12.7,48.22,0,0
6419,Women,essence,Casablanca-Settat,0.6847,38.38,10.78,2.21,0,0
4609,Man,diesel,Marrakech-Safi,0.371,64.89,12.35,27,0,0
6907,Women,essence,Casablanca-Settat,0.6186,48.84,15.78,12.24,0,0
3963,Women,essence,Casablanca-Settat,0.178,31.07,2.03,10.71,0,0
2997,Women,diesel,Marrakech-Safi,0.471,27.8,5.34,0.8,0,0
896,Man,diesel,Casablanca-Settat,0.4028,50.29,11.75,18.88,0,0
1188,Man,diesel,Tanger-Tetouan-AlHoceima,0.129,23.78,2.03,5.05,0,0
4123,Women,essence,Tanger-Tetouan-AlHoceima,0.0172,24.25,3.29,0.27,0,0
1855,Man,essence,Tanger-Tetouan-AlHoceima,0.6978,45.55,14.18,15.72,2,6751.82
